Order_ID,Customer_ID,Order_Date,Product,Category,Sales,Quantity,Discount,Profit,City
ORD5024,CUST147,05-09-2023,Laptop,Fashion,19234.83,1,0.32,8309.39,Kolkata
ORD5025,CUST122,28-07-2023,Bag,Electronics,30077.72,1,0.1,7290.41,Delhi
ORD5026,CUST81,04-08-2023,Shoes,Electronics,1273.51,4,0.39,-3198.15,Bangalore
ORD5027,CUST685,20-07-2023,Bag,Fashion,24877.24,2,0.13,6955.73,Mumbai
ORD5028,CUST1690,14-09-2023,Shoes,Accessories,24541.68,3,0.3,-4788.78,Mumbai
ORD5029,CUST662,16-04-2023,Camera,Accessories,26047.56,4,0.46,-4194.45,Bangalore
ORD5030,CUST375,07-11-2023,Phone,Electronics,11015.79,1,0.38,24.73,Kolkata
ORD5031,CUST1594,28-09-2023,Headphones,Accessories,10776.03,3,0.06,-2529.4,Delhi
ORD5032,CUST63,28-09-2023,Phone,Electronics,32536.53,3,0.27,-431.64,Chennai
ORD5033,CUST504,01-05-2023,Laptop,Fashion,5090.01,3,0.35,14400.11,Chennai
ORD5034,CUST668,02-09-2023,Phone,Fashion,15643.12,2,0.1,13678.77,Chennai
ORD5035,CUST449,07-03-2023,Bag,Fashion,41625.39,3,0.05,-3561.54,Bangalore
ORD5036,CUST1452,16-08-2023,Shoes,Electronics,5636.31,3,0.07,-3313.84,Delhi
ORD5037,CUST868,17-05-2023,Laptop,Accessories,23669.27,2,0.48,6632.22,Bangalore
ORD5038,CUST1451,13-07-2023,Phone,Fashion,33597.22,2,0.42,13905.68,Mumbai
ORD5039,CUST1445,13-07-2023,Laptop,Accessories,7511.4,1,0.43,10235.91,Chennai
ORD5040,CUST1346,26-05-2023,Laptop,Accessories,15966.91,3,0.12,8769.97,Mumbai
ORD5041,CUST1937,25-05-2023,Shoes,Electronics,28158.43,1,0.28,3065.54,Kolkata
ORD5042,CUST680,13-03-2023,Bag,Electronics,16697.78,1,0.24,9095.74,Chennai
ORD5043,CUST1190,20-12-2023,Headphones,Accessories,5941.92,3,0.42,7055.02,Mumbai
ORD5044,CUST1621,11-07-2023,Bag,Accessories,12004.11,2,0.21,10830.54,Bangalore
ORD5045,CUST1981,13-02-2023,Watch,Fashion,5916.06,4,0.27,13389.73,Mumbai
ORD5046,CUST1673,06-06-2023,Bag,Fashion,49186.01,4,0.29,9769.76,Chennai
ORD5047,CUST461,16-01-2023,Camera,Fashion,12164.61,1,0.19,-240.96,Bangalore
ORD5048,CUST459,19-03-2023,Phone,Accessories,26762.42,2,0.02,4566.2,Bangalore
ORD5049,CUST1213,21-02-2023,Camera,Electronics,21711.83,1,0.25,9448,Mumbai
ORD5050,CUST464,02-01-2023,Watch,Accessories,28690.92,3,0.25,11329.96,Kolkata
ORD5051,CUST912,20-08-2023,Watch,Fashion,25155.51,1,0.02,-569.83,Mumbai
ORD5052,CUST379,02-03-2023,Watch,Fashion,36494.51,4,0.24,6179.48,Chennai
ORD5053,CUST1026,12-05-2023,Watch,Electronics,43714.19,4,0.26,13787.57,Kolkata
ORD5054,CUST1642,21-02-2023,Bag,Accessories,14622.32,4,0.07,8427.8,Kolkata
ORD5055,CUST364,24-10-2023,Tablet,Fashion,9588.53,4,0.07,5820.77,Bangalore
ORD5056,CUST72,29-06-2023,Watch,Electronics,49224.82,1,0.47,8974.23,Mumbai
ORD5057,CUST1451,31-01-2023,Phone,Fashion,43370.59,1,0.1,6242.88,Mumbai
ORD5058,CUST638,04-06-2023,Phone,Electronics,18513.96,4,0.16,810.68,Delhi
ORD5059,CUST1194,01-05-2023,Laptop,Accessories,44791.95,2,0.15,3143.25,Delhi
ORD5060,CUST1229,20-02-2023,Tablet,Electronics,33692.04,4,0.33,11633.03,Chennai
ORD5061,CUST1849,05-04-2023,Tablet,Accessories,22152.32,4,0.32,6770.56,Mumbai
ORD5062,CUST337,25-06-2023,Camera,Accessories,43734.39,3,0.46,3543.78,Mumbai
ORD5063,CUST1496,11-01-2023,Phone,Fashion,33926.49,2,0.2,-2742.61,Delhi
ORD5064,CUST195,12-01-2023,Headphones,Accessories,41409.34,3,0.39,-2699.68,Kolkata
ORD5065,CUST1694,21-12-2023,Laptop,Fashion,21179.11,4,0.19,-1975.83,Kolkata
ORD5066,CUST1012,14-02-2023,Camera,Fashion,40036.41,3,0.12,13523.41,Bangalore
ORD5067,CUST653,17-10-2023,Phone,Accessories,18662.88,1,0.45,14144.68,Bangalore
ORD5068,CUST1299,24-07-2023,Watch,Electronics,36886.41,2,0.24,9666.43,Chennai
ORD5069,CUST7,07-08-2023,Shoes,Accessories,22058.76,4,0.2,-4042.2,Mumbai
ORD5070,CUST905,24-11-2023,Camera,Accessories,20557.13,4,0.45,7046.75,Chennai
ORD5071,CUST979,13-09-2023,Watch,Electronics,39933.33,2,0.47,7485.81,Mumbai
ORD5072,CUST566,05-09-2023,Bag,Fashion,6689.32,3,0.23,14693.41,Bangalore
ORD5073,CUST616,21-01-2023,Laptop,Fashion,46446.35,1,0.01,-212.42,Mumbai
ORD5074,CUST1878,10-02-2023,Shoes,Accessories,25679.7,1,0.02,9462.13,Chennai
ORD5075,CUST1874,05-10-2023,Tablet,Electronics,31985.68,3,0.3,14872.7,Bangalore
ORD5076,CUST573,04-10-2023,Camera,Electronics,20560.44,1,0.43,13781.69,Bangalore
ORD5077,CUST599,14-07-2023,Phone,Electronics,32470.8,2,0.44,2089.28,Kolkata
ORD5078,CUST770,12-03-2023,Watch,Electronics,35637.65,1,0.45,-2172.7,Bangalore
ORD5079,CUST1202,27-09-2023,Tablet,Accessories,43489.63,3,0.4,-3466.52,Chennai
ORD5080,CUST242,01-12-2023,Laptop,Accessories,42791.75,3,0.44,-3803.26,Mumbai
ORD5081,CUST1227,14-03-2023,Laptop,Fashion,18211.83,4,0.42,-3238.68,Kolkata
ORD5082,CUST1567,04-11-2023,Tablet,Electronics,30984.72,2,0.42,14590.73,Chennai
ORD5083,CUST1825,18-07-2023,Camera,Accessories,39138.58,1,0.16,14738.66,Mumbai
ORD5084,CUST1486,17-03-2023,Phone,Accessories,38360.74,4,0.2,-2686.5,Delhi
ORD5085,CUST1104,02-10-2023,Laptop,Electronics,44601.11,4,0.16,-3362.8,Delhi
ORD5086,CUST1547,10-10-2023,Camera,Electronics,41681.21,4,0.08,8291.52,Kolkata
ORD5087,CUST1441,26-05-2023,Phone,Fashion,36033.87,3,0.17,11377.27,Kolkata
ORD5088,CUST766,13-01-2023,Tablet,Electronics,37568.33,2,0.45,10164.37,Bangalore
ORD5089,CUST384,29-12-2023,Camera,Fashion,40468.47,2,0.49,-4814.12,Chennai
ORD5090,CUST391,09-05-2023,Phone,Fashion,41975.48,3,0.08,3694.62,Mumbai
ORD5091,CUST896,18-08-2023,Watch,Electronics,17957.12,2,0.33,9400.64,Delhi
ORD5092,CUST1823,26-03-2023,Laptop,Electronics,39199.63,4,0.48,11256.95,Delhi
ORD5093,CUST688,11-06-2023,Tablet,Accessories,47485.84,2,0.1,8886,Kolkata
ORD5094,CUST1150,31-12-2023,Bag,Electronics,12031.69,1,0.42,1594.23,Chennai
ORD5095,CUST1518,20-02-2023,Bag,Electronics,2887.63,3,0.15,416.33,Kolkata
ORD5096,CUST47,03-08-2023,Watch,Fashion,4083.62,4,0.21,11580.63,Chennai
ORD5097,CUST1742,01-01-2023,Tablet,Electronics,11227.55,4,0.46,5866.88,Delhi
ORD5098,CUST1500,03-05-2023,Watch,Accessories,46029.62,3,0.03,86.23,Chennai
ORD5099,CUST1973,15-10-2023,Phone,Accessories,6776.41,1,0.22,12346.18,Kolkata
ORD5100,CUST619,19-07-2023,Tablet,Electronics,37506.35,4,0.25,11334.34,Bangalore
ORD5101,CUST464,02-07-2023,Bag,Electronics,43418.67,4,0.45,4869.33,Chennai
ORD5102,CUST1811,04-08-2023,Laptop,Fashion,43937.29,2,0.29,11207.43,Bangalore
ORD5103,CUST1873,28-08-2023,Bag,Electronics,21129.05,3,0.47,-2931.06,Delhi
ORD5104,CUST123,15-12-2023,Camera,Fashion,25015.46,3,0.16,13149.8,Bangalore
ORD5105,CUST1498,09-03-2023,Watch,Electronics,16500.82,3,0.25,14556.32,Chennai
ORD5106,CUST134,15-11-2023,Watch,Fashion,7793.55,3,0.01,-4782.57,Kolkata
ORD5107,CUST1643,23-03-2023,Tablet,Accessories,11002.48,4,0.49,12336.14,Kolkata
ORD5108,CUST1841,22-05-2023,Tablet,Electronics,7171.86,2,0.12,10039.69,Mumbai
ORD5109,CUST841,10-02-2023,Tablet,Electronics,20672.35,1,0.46,12101.63,Delhi
ORD5110,CUST1586,27-08-2023,Tablet,Fashion,8932.11,1,0.2,936.45,Kolkata
ORD5111,CUST849,03-01-2023,Phone,Fashion,20468.34,1,0.08,14100.71,Kolkata
ORD5112,CUST607,04-04-2023,Laptop,Electronics,42633.86,2,0.21,11658.35,Delhi
ORD5113,CUST1804,28-02-2023,Watch,Fashion,32898.52,2,0.16,3243.71,Kolkata
ORD5114,CUST23,16-08-2023,Camera,Electronics,33306.21,4,0.48,10768.84,Chennai
ORD5115,CUST566,18-01-2023,Headphones,Accessories,40687.37,4,0.39,3521.13,Mumbai
ORD5116,CUST1910,27-08-2023,Laptop,Fashion,2539.08,4,0.1,1593.86,Delhi
ORD5117,CUST766,26-12-2023,Bag,Electronics,39828.29,4,0.27,-2080.01,Bangalore
ORD5118,CUST965,15-03-2023,Phone,Accessories,10219.27,3,0.33,13553.22,Kolkata
ORD5119,CUST235,28-11-2023,Tablet,Electronics,17623.38,2,0.29,-368.9,Chennai
ORD5120,CUST996,18-06-2023,Bag,Electronics,15748.12,1,0.46,5223.53,Mumbai
ORD5121,CUST1083,21-09-2023,Tablet,Accessories,5729.95,1,0.06,5568.86,Kolkata
ORD5122,CUST1188,09-06-2023,Headphones,Fashion,9098.64,2,0.02,-4322.47,Bangalore
ORD5123,CUST1795,03-12-2023,Watch,Accessories,47839.19,3,0.31,10932.5,Delhi
ORD5124,CUST826,18-06-2023,Camera,Electronics,30213.48,1,0.37,8869.74,Delhi
ORD5125,CUST216,25-07-2023,Watch,Accessories,23961.6,2,0.4,792.69,Chennai
ORD5126,CUST1207,23-12-2023,Camera,Electronics,38010.84,4,0.11,13656.58,Chennai
ORD5127,CUST1593,09-01-2023,Laptop,Accessories,40780.1,1,0.1,14831.15,Bangalore
ORD5128,CUST657,12-12-2023,Tablet,Fashion,5958.01,4,0.42,8476.8,Mumbai
ORD5129,CUST935,31-10-2023,Camera,Accessories,37174.82,3,0.17,9973.52,Mumbai
ORD5130,CUST1114,25-04-2023,Watch,Accessories,46653.63,1,0.33,-3809.28,Delhi
ORD5131,CUST1988,01-06-2023,Camera,Fashion,29479.09,1,0.08,3707.61,Delhi
ORD5132,CUST311,28-03-2023,Headphones,Electronics,30900.77,2,0.4,-4506.69,Chennai
ORD5133,CUST557,05-04-2023,Laptop,Accessories,43585.16,1,0.48,9381.69,Kolkata
ORD5134,CUST972,19-08-2023,Headphones,Electronics,34134.39,1,0.49,11616.61,Kolkata
ORD5135,CUST257,05-07-2023,Shoes,Accessories,49765.74,2,0.26,-2619.39,Bangalore
ORD5136,CUST533,24-04-2023,Watch,Fashion,14493.33,1,0.12,-3124.15,Mumbai
ORD5137,CUST1557,01-10-2023,Bag,Accessories,42351.29,2,0.07,11466.98,Delhi
ORD5138,CUST52,29-01-2023,Bag,Electronics,30814.26,3,0.12,5141.91,Delhi
ORD5139,CUST1362,22-07-2023,Laptop,Electronics,18603.91,4,0.31,11927.6,Delhi
ORD5140,CUST1195,02-01-2023,Headphones,Fashion,44211.45,3,0.22,2914.81,Kolkata
ORD5141,CUST1972,19-03-2023,Headphones,Electronics,49814.19,3,0.24,-1511.14,Bangalore
ORD5142,CUST1091,20-11-2023,Headphones,Fashion,3363.54,3,0.24,2418.29,Bangalore
ORD5143,CUST1649,19-08-2023,Headphones,Fashion,46313.38,3,0.4,585.11,Delhi
ORD5144,CUST300,08-04-2023,Shoes,Electronics,10553.99,2,0.42,5183.7,Mumbai
ORD5145,CUST672,27-04-2023,Camera,Electronics,10656.81,2,0.01,12816.07,Chennai
ORD5146,CUST778,20-04-2023,Watch,Fashion,2566.93,1,0.46,2150.55,Kolkata
ORD5147,CUST832,16-06-2023,Headphones,Electronics,46148.29,1,0.19,9703.84,Mumbai
ORD5148,CUST232,24-10-2023,Phone,Fashion,38090.2,3,0.12,7779.08,Chennai
ORD5149,CUST975,03-12-2023,Phone,Accessories,3145.73,3,0.5,-545.48,Delhi
ORD5150,CUST1861,28-03-2023,Tablet,Electronics,31859.99,1,0.06,1345.64,Chennai
ORD5151,CUST1092,22-01-2023,Tablet,Electronics,6446.65,3,0.16,-870.28,Delhi
ORD5152,CUST1530,29-07-2023,Bag,Fashion,37694.56,2,0.45,10165.27,Kolkata
ORD5153,CUST28,01-11-2023,Watch,Accessories,20748.17,2,0.24,-2434.96,Mumbai
ORD5154,CUST1973,29-09-2023,Phone,Accessories,3062.95,3,0.46,6570.63,Delhi
ORD5155,CUST1652,20-11-2023,Laptop,Electronics,41555.67,2,0.12,-1574.57,Bangalore
ORD5156,CUST1075,05-10-2023,Watch,Fashion,28834.46,1,0.2,-1051.91,Bangalore
ORD5157,CUST1717,19-05-2023,Bag,Fashion,38756.97,2,0.03,-4896.39,Bangalore
ORD5158,CUST1284,07-12-2023,Tablet,Electronics,33889.28,3,0.23,3816.04,Kolkata
ORD5159,CUST591,20-08-2023,Shoes,Accessories,22002.61,2,0,11187.09,Bangalore
ORD5160,CUST785,21-08-2023,Laptop,Fashion,35083.99,3,0.16,-3238.1,Kolkata
ORD5161,CUST620,21-03-2023,Laptop,Fashion,1230.3,3,0.36,11925.56,Chennai
ORD5162,CUST1987,24-02-2023,Camera,Electronics,17317.01,2,0.36,11870.06,Bangalore
ORD5163,CUST586,18-10-2023,Headphones,Electronics,39003.74,3,0.21,-356.66,Mumbai
ORD5164,CUST1711,03-02-2023,Watch,Accessories,38271.56,4,0.01,12464.66,Bangalore
ORD5165,CUST1002,25-11-2023,Camera,Accessories,44426.76,2,0.07,11530.75,Delhi
ORD5166,CUST184,29-11-2023,Tablet,Fashion,30746.75,4,0.12,8087.57,Mumbai
ORD5167,CUST1047,09-09-2023,Shoes,Electronics,47138.74,1,0.01,11626.03,Bangalore
ORD5168,CUST1810,05-05-2023,Laptop,Electronics,28106.75,3,0.11,-3526.82,Delhi
ORD5169,CUST129,11-01-2023,Shoes,Electronics,25272.47,4,0.26,1381.65,Kolkata
ORD5170,CUST291,13-11-2023,Camera,Accessories,10262.22,3,0.06,772.91,Bangalore
ORD5171,CUST1856,02-05-2023,Bag,Accessories,39052.4,3,0.43,10632.54,Kolkata
ORD5172,CUST501,04-02-2023,Laptop,Fashion,34756.83,1,0.03,10034.6,Chennai
ORD5173,CUST186,10-03-2023,Tablet,Electronics,23307.65,2,0.39,12819.88,Mumbai
ORD5174,CUST479,09-11-2023,Phone,Accessories,4811.88,2,0.22,769.74,Kolkata
ORD5175,CUST1595,19-05-2023,Tablet,Electronics,6722.27,1,0.31,4476.54,Chennai
ORD5176,CUST492,12-01-2023,Bag,Accessories,6165.83,3,0.24,-4624.82,Delhi
ORD5177,CUST513,05-05-2023,Bag,Electronics,19092.17,1,0.21,14803.06,Chennai
ORD5178,CUST1667,26-10-2023,Headphones,Fashion,8369.39,2,0.34,3220.73,Bangalore
ORD5179,CUST1091,27-05-2023,Camera,Accessories,43111.68,3,0.11,6158.29,Kolkata
ORD5180,CUST1829,18-03-2023,Laptop,Accessories,45017.63,2,0.24,5648.77,Bangalore
ORD5181,CUST467,09-03-2023,Phone,Fashion,42910.07,1,0.4,2785.09,Chennai
ORD5182,CUST285,25-07-2023,Camera,Fashion,30638.32,4,0.08,-341.19,Mumbai
ORD5183,CUST601,24-08-2023,Shoes,Electronics,30019.59,4,0.05,9922.98,Mumbai
ORD5184,CUST1441,28-02-2023,Phone,Accessories,44600.74,1,0.3,2521.56,Chennai
ORD5185,CUST1124,15-09-2023,Camera,Electronics,20612.25,3,0.48,8450.35,Chennai
ORD5186,CUST189,11-09-2023,Bag,Electronics,3586.04,4,0.21,9607.5,Delhi
ORD5187,CUST989,31-08-2023,Laptop,Electronics,23784.46,4,0.41,9519.45,Chennai
ORD5188,CUST890,04-10-2023,Phone,Accessories,27908.67,1,0.24,-3369.32,Delhi
ORD5189,CUST1882,08-08-2023,Tablet,Fashion,27697.88,1,0.12,14491.77,Bangalore
ORD5190,CUST388,13-08-2023,Phone,Electronics,8370.7,4,0.24,10191.61,Bangalore
ORD5191,CUST241,11-04-2023,Bag,Accessories,39278.94,4,0.22,6946.22,Delhi
ORD5192,CUST1806,08-12-2023,Camera,Electronics,36732.36,3,0.13,768.42,Bangalore
ORD5193,CUST1755,02-05-2023,Shoes,Fashion,11877.72,1,0.18,-1969.67,Chennai
ORD5194,CUST417,06-08-2023,Camera,Fashion,27785.85,3,0.2,10885.43,Chennai
ORD5195,CUST1942,16-03-2023,Phone,Accessories,39621.25,1,0.43,2887.55,Mumbai
ORD5196,CUST176,27-11-2023,Headphones,Accessories,880.39,1,0.15,13235.57,Kolkata
ORD5197,CUST387,25-08-2023,Camera,Fashion,14120.16,1,0.46,13808.97,Chennai
ORD5198,CUST1495,05-12-2023,Camera,Accessories,23865.87,1,0.01,-3886.18,Delhi
ORD5199,CUST853,28-08-2023,Camera,Fashion,42329.06,2,0.06,6606.96,Bangalore
ORD5200,CUST1257,14-06-2023,Phone,Electronics,40048.88,3,0.01,2674.3,Kolkata
ORD5201,CUST663,30-11-2023,Watch,Fashion,7974.13,1,0.38,3168.58,Chennai
ORD5202,CUST452,06-06-2023,Bag,Electronics,23405.72,3,0.06,7324.04,Bangalore
ORD5203,CUST277,30-07-2023,Watch,Accessories,15579.52,4,0.29,10546.81,Delhi
ORD5204,CUST1253,04-10-2023,Bag,Electronics,20370.97,3,0.39,5993.49,Delhi
ORD5205,CUST1195,04-08-2023,Bag,Fashion,27260.93,2,0.24,10134.95,Chennai
ORD5206,CUST1759,06-08-2023,Watch,Accessories,25217.36,1,0.05,14304.16,Chennai
ORD5207,CUST213,21-08-2023,Tablet,Accessories,7507.94,1,0.42,3220.66,Delhi
ORD5208,CUST1306,12-01-2023,Shoes,Fashion,6523.56,2,0.1,3890.72,Bangalore
ORD5209,CUST41,24-03-2023,Shoes,Accessories,6948.31,1,0.05,8467.16,Mumbai
ORD5210,CUST1146,23-04-2023,Bag,Fashion,42143.77,2,0.38,-4210.66,Delhi
ORD5211,CUST1251,28-09-2023,Tablet,Electronics,1486.8,4,0.01,-2653.53,Delhi
ORD5212,CUST294,14-07-2023,Tablet,Electronics,10519.03,4,0.31,-1989,Delhi
ORD5213,CUST600,21-05-2023,Watch,Accessories,47816.64,1,0.21,6563.67,Chennai
ORD5214,CUST1291,04-05-2023,Phone,Fashion,3768.06,2,0.22,5881.84,Mumbai
ORD5215,CUST541,21-05-2023,Bag,Fashion,2297.91,2,0.4,1118.72,Chennai
ORD5216,CUST1783,27-07-2023,Headphones,Electronics,19672.8,4,0.02,6498.19,Delhi
ORD5217,CUST1852,25-04-2023,Bag,Electronics,7984.43,3,0.37,14285.69,Bangalore
ORD5218,CUST451,25-07-2023,Laptop,Accessories,28505.3,2,0.35,12239.78,Chennai
ORD5219,CUST1473,15-10-2023,Shoes,Fashion,17259.76,1,0.44,2189.63,Chennai
ORD5220,CUST1780,21-12-2023,Watch,Accessories,10843.99,1,0.29,14026.01,Chennai
ORD5221,CUST1085,09-12-2023,Phone,Accessories,49930.78,1,0.08,2096.31,Kolkata
ORD5222,CUST1526,29-05-2023,Headphones,Accessories,17384.65,2,0.02,6470.2,Delhi
ORD5223,CUST1171,29-07-2023,Tablet,Fashion,32229.82,4,0.22,8723.38,Bangalore
ORD5224,CUST1710,22-04-2023,Phone,Electronics,43768.6,1,0.36,7179.04,Kolkata
ORD5225,CUST1969,22-05-2023,Headphones,Fashion,46158.16,2,0.02,11901.36,Kolkata
ORD5226,CUST790,24-01-2023,Bag,Fashion,20801.3,2,0.12,6305.75,Mumbai
ORD5227,CUST334,18-02-2023,Camera,Fashion,48819.73,2,0.39,2491.94,Delhi
ORD5228,CUST1905,15-10-2023,Camera,Accessories,36365.98,1,0.12,5910.44,Chennai
ORD5229,CUST1977,27-11-2023,Phone,Accessories,29372.15,2,0.19,13691.77,Delhi
ORD5230,CUST891,31-12-2023,Phone,Fashion,34817.33,4,0.37,9204.54,Kolkata
ORD5231,CUST1166,11-01-2023,Bag,Accessories,18326.82,1,0.22,605.41,Kolkata
ORD5232,CUST44,07-07-2023,Shoes,Accessories,21508.07,1,0.39,-4605.26,Bangalore
ORD5233,CUST144,09-03-2023,Laptop,Electronics,29520.32,4,0.14,7088.57,Delhi
ORD5234,CUST1889,31-03-2023,Shoes,Fashion,16678.29,3,0.48,-2051.75,Mumbai
ORD5235,CUST333,20-04-2023,Shoes,Fashion,38556.18,4,0.05,5071.69,Kolkata
ORD5236,CUST998,13-06-2023,Laptop,Accessories,12928.8,4,0.38,-84.67,Chennai
ORD5237,CUST1521,25-07-2023,Camera,Fashion,39941.87,2,0.04,12949.48,Delhi
ORD5238,CUST1420,01-02-2023,Bag,Fashion,8031.79,1,0.42,-2402.35,Bangalore
ORD5239,CUST55,23-11-2023,Shoes,Fashion,11260.85,1,0.07,14685.16,Delhi
ORD5240,CUST1331,15-03-2023,Watch,Fashion,37778.15,2,0.29,-2786.52,Chennai
ORD5241,CUST870,08-09-2023,Watch,Accessories,13525.51,2,0.17,7106.1,Delhi
ORD5242,CUST1447,21-12-2023,Laptop,Electronics,39872.02,3,0.3,5384.21,Kolkata
ORD5243,CUST1441,21-01-2023,Watch,Accessories,39301.56,1,0.02,9504.14,Delhi
ORD5244,CUST1697,23-10-2023,Camera,Electronics,13236.41,4,0.44,-501.99,Delhi
ORD5245,CUST797,25-10-2023,Bag,Fashion,4117.51,4,0.36,3570.98,Kolkata
ORD5246,CUST325,24-11-2023,Phone,Fashion,8734.85,3,0.17,-4911.01,Kolkata
ORD5247,CUST1734,29-10-2023,Camera,Fashion,37750.07,2,0.24,8406.28,Kolkata
ORD5248,CUST1695,04-12-2023,Bag,Fashion,42426.21,4,0.31,1389.38,Kolkata
ORD5249,CUST80,14-03-2023,Laptop,Fashion,19461.25,4,0.31,14170.24,Chennai
ORD5250,CUST1055,10-02-2023,Phone,Fashion,8628.83,4,0.32,4176.36,Bangalore
ORD5251,CUST985,04-04-2023,Watch,Fashion,4235.75,4,0.08,8873.07,Mumbai
ORD5252,CUST1136,12-05-2023,Shoes,Electronics,11182.89,2,0.4,-1513.21,Bangalore
ORD5253,CUST558,09-04-2023,Tablet,Accessories,48994.4,1,0.23,11122.38,Delhi
ORD5254,CUST865,22-02-2023,Camera,Fashion,8928.51,3,0.4,-4699.95,Chennai
ORD5255,CUST717,17-08-2023,Watch,Fashion,4765.27,3,0.46,-3925.06,Kolkata
ORD5256,CUST1588,08-05-2023,Bag,Fashion,39380.94,3,0.05,10542.67,Kolkata
ORD5257,CUST1674,31-07-2023,Bag,Electronics,30962.87,3,0.18,3091.06,Mumbai
ORD5258,CUST472,12-10-2023,Tablet,Fashion,26973.66,2,0.27,-3925.48,Chennai
ORD5259,CUST74,06-10-2023,Camera,Accessories,22668.7,2,0.07,2833.87,Chennai
ORD5260,CUST1577,07-12-2023,Laptop,Electronics,35241.14,1,0.13,-1781.73,Bangalore
ORD5261,CUST1503,08-06-2023,Shoes,Electronics,35068.57,2,0.02,4354.13,Delhi
ORD5262,CUST589,18-12-2023,Shoes,Fashion,21509.08,2,0.34,14790.87,Bangalore
ORD5263,CUST1411,21-08-2023,Phone,Electronics,12094.28,1,0.25,-4748.76,Chennai
ORD5264,CUST1723,12-03-2023,Camera,Fashion,42142.54,2,0.02,10578.09,Delhi
ORD5265,CUST1906,24-07-2023,Phone,Accessories,8648.8,1,0.15,2347.29,Delhi
ORD5266,CUST564,08-07-2023,Bag,Accessories,26933.31,2,0.2,10688.06,Chennai
ORD5267,CUST1954,31-05-2023,Laptop,Electronics,34787.37,2,0.17,3927.43,Delhi
ORD5268,CUST1457,08-01-2023,Tablet,Electronics,32124.41,3,0.01,10020.71,Mumbai
ORD5269,CUST1436,28-11-2023,Bag,Fashion,31130.32,1,0.14,5997.15,Kolkata
ORD5270,CUST467,10-04-2023,Headphones,Electronics,33294.06,4,0.04,9899.27,Kolkata
ORD5271,CUST599,16-01-2023,Camera,Accessories,43844.92,4,0,5262.43,Kolkata
ORD5272,CUST1645,03-06-2023,Shoes,Electronics,18586.93,3,0.18,8412.75,Delhi
ORD5273,CUST992,06-06-2023,Shoes,Accessories,31558.11,3,0.19,4196.4,Bangalore
ORD5274,CUST1933,03-04-2023,Bag,Fashion,34999.85,3,0.46,-289.26,Delhi
ORD5275,CUST737,19-09-2023,Tablet,Accessories,29721.16,4,0.06,10145.2,Kolkata
ORD5276,CUST994,06-02-2023,Shoes,Electronics,45198.63,3,0.35,4978.07,Bangalore
ORD5277,CUST248,10-06-2023,Camera,Accessories,32911.55,3,0.13,2831.14,Chennai
ORD5278,CUST1605,17-12-2023,Tablet,Accessories,21509.24,1,0.25,14824.89,Delhi
ORD5279,CUST1144,23-06-2023,Camera,Electronics,42356.56,3,0.22,-3932.6,Delhi
ORD5280,CUST67,13-11-2023,Phone,Fashion,24733.62,1,0.24,9503.8,Chennai
ORD5281,CUST573,18-01-2023,Shoes,Accessories,26743.08,3,0.38,3284.65,Chennai
ORD5282,CUST1980,17-12-2023,Phone,Electronics,29322.84,2,0.01,1658.47,Kolkata
ORD5283,CUST1351,16-01-2023,Watch,Accessories,16477.84,2,0.16,12903.92,Kolkata
ORD5284,CUST1944,26-12-2023,Tablet,Accessories,36265.72,2,0.17,10517.93,Kolkata
ORD5285,CUST703,27-09-2023,Laptop,Accessories,5357.25,2,0.05,-4589.69,Chennai
ORD5286,CUST470,25-12-2023,Laptop,Fashion,43508.04,1,0.01,9716.54,Chennai
ORD5287,CUST493,09-03-2023,Shoes,Accessories,37849.62,3,0.36,-4834.55,Chennai
ORD5288,CUST1725,30-01-2023,Camera,Electronics,18004.77,1,0.44,-4053.1,Mumbai
ORD5289,CUST663,12-11-2023,Laptop,Electronics,11706.46,1,0.16,93.15,Bangalore
ORD5290,CUST286,05-11-2023,Headphones,Accessories,19700.95,1,0.33,14616.12,Kolkata
ORD5291,CUST1980,13-08-2023,Watch,Fashion,40350.1,4,0.5,2825.52,Mumbai
ORD5292,CUST1938,13-06-2023,Camera,Electronics,2062.75,3,0.08,6384.26,Delhi
ORD5293,CUST1632,16-11-2023,Shoes,Fashion,23662.25,4,0.14,10625.71,Mumbai
ORD5294,CUST312,14-01-2023,Phone,Fashion,13078.46,2,0.41,238.47,Bangalore
ORD5295,CUST309,06-10-2023,Watch,Electronics,43810.09,2,0,13777.11,Kolkata
ORD5296,CUST775,05-06-2023,Tablet,Electronics,20985.16,4,0.3,4229.88,Bangalore
ORD5297,CUST1121,02-05-2023,Headphones,Fashion,35045.97,1,0.24,12549.52,Chennai
ORD5298,CUST965,20-09-2023,Watch,Accessories,18215.68,2,0.36,4049.37,Chennai
ORD5299,CUST1137,19-06-2023,Laptop,Fashion,16820.13,2,0.26,13142.87,Mumbai
ORD5300,CUST1661,10-01-2023,Headphones,Electronics,16630.71,3,0.26,12209.21,Chennai
ORD5301,CUST456,21-06-2023,Camera,Fashion,34069.64,1,0.36,1875.96,Mumbai
ORD5302,CUST1487,24-12-2023,Phone,Electronics,48229.92,4,0.27,-3251.95,Mumbai
ORD5303,CUST1972,13-01-2023,Bag,Accessories,10803.17,1,0.49,-3738.09,Chennai
ORD5304,CUST132,01-08-2023,Watch,Accessories,32373.11,1,0.35,4345.13,Bangalore
